_id,title,text,query
<dbpedia:Catherine_I_of_Russia>,Catherine I of Russia,"Catherine I (Russian: Екатери́на I Алексе́евна, tr. Yekaterina I Alekseyevna; IPA: [jɪkətʲɪˈrʲinə ˈpʲɛrvəjə ɐlʲɪˈksʲejɪvnə], born Polish: Marta Helena Skowrońska [ˈmarta xɛˈlɛna skɔˈvrɔɲska], Latvian: Marta Elena Skavronska, later Marfa Samuilovna Skavronskaya; 15 April [O.S. 5 April] 1684 – 17 May [O.S. 6 May] 1727), the second wife of Peter I of Russia, reigned as Empress of Russia from 1725 until her death.",russian queen catherine
<dbpedia:Grand_Union_Canal>,Grand Union Canal,"The Grand Union Canal in England is part of the British canal system. Its main line starts in London and ends in Birmingham, stretching for 137 miles (220 km) with 166 locks. It has arms to places including Leicester, Slough, Aylesbury, Wendover and Northampton.The Grand Union Canal was also the original name for part of what is now part of the Leicester Line of the modern Grand Union: this latter is now generally referred to as the Old Grand Union Canal to avoid ambiguity.",where is the grand union canal
<dbpedia:James_Hird>,James Hird,"James Albert Hird (born 4 February 1973) is a retired professional Australian rules football player and the former senior coach of the Essendon Football Club in the Australian Football League (AFL).Hird played as a midfielder and half-forward, but was often given free rein by then-Essendon coach Kevin Sheedy to play wherever he thought necessary. Hird was a highly decorated footballer, with accolades including the 1996 Brownlow Medal and membership of the AFL Hall of Fame.",what did james hird do
<dbpedia:Alec_Jeffreys>,Alec Jeffreys,"Professor Sir Alec John Jeffreys, FRS (born 9 January 1950 in Oxford, Oxfordshire, England) is a British geneticist, who developed techniques for DNA fingerprinting and DNA profiling which are now used worldwide in forensic science to assist police detective work and to resolve paternity and immigration disputes. He is a professor of genetics at the University of Leicester, and he became an honorary freeman of the City of Leicester on 26 November 1992.",what is alec jefferson's research
<dbpedia:Club_(organization)>,Club (organization),"A club is an association of two or more people united by a common interest or goal. A service club, for example, exists for voluntary or charitable activities; there are clubs devoted to hobbies and sports, social activities clubs, political and religious clubs, and so forth.",what is a club?
<dbpedia:Amélie>,Amélie,"Amélie (French: Le Fabuleux Destin d'Amélie Poulain; French pronunciation: ​[lə.fa.by.lø.dɛs.tɛ̃.da.me.li.puˈlɛ̃]); The Fabulous Destiny of Amélie Poulain) is a 2001 romantic comedy film directed by Jean-Pierre Jeunet. Written by Jeunet with Guillaume Laurant, the film is a whimsical depiction of contemporary Parisian life, set in Montmartre.",when was the fabulous destiny of amelie pooulain made
<dbpedia:Catherine_the_Great>,Catherine the Great,"Yekaterina Alexeyevna (Russian: Екатерина Алексеевна) or Catherine II, also known as Catherine the Great (Екатерина II Великая, Yekaterina II Velikaya; 2 May [O.S. 21 April] 1729 – 17 November [O.S. 6 November] 1796), was the most renowned and the longest-ruling female leader of Russia, reigning from 1762 until her death in 1796 at the age of 67.",who is catherine the great
<dbpedia:Deliberative_assembly>,Deliberative assembly,A deliberative assembly is an organization comprising members who use parliamentary procedure to make decisions.,what is a deliberative assembly
<dbpedia:Damnatio_memoriae>,Damnatio memoriae,"Damnatio memoriae is the Latin phrase literally meaning ""condemnation of memory"" in the sense of a judgment that a person must not be remembered. It was a form of dishonor that could be passed by the Roman Senate upon traitors or others who brought discredit to the Roman State. The intent was to erase someone from history, a task somewhat easier in ancient times, when documentation was much sparser.",what is the meaning of damnatio memoriae?
<dbpedia:Legislature>,Legislature,"A legislature is the law-making body of a political unit, usually a national government, that has power to enact, amend, and repeal public policy. Laws enacted by legislatures are known as legislation. Legislatures observe and steer governing actions and usually have exclusive authority to amend the budget or budgets involved in the process. The most common names for national legislatures are ""parliament"" and ""congress"". The members of a legislature are called legislators.",the term of political organization in the legislature is
<dbpedia:Selfish_DNA>,Selfish DNA,Not to be confused with the book The Selfish Gene.Selfish DNA is a term for sequences of DNA that sensu stricto have two distinct properties:  the DNA sequence spreads by forming additional copies of itself within the genome; and  it makes no specific contribution to the reproductive success of its host organism.,what is selfish dna
<dbpedia:Socrates_of_Constantinople>,Socrates of Constantinople,"Socrates of Constantinople (Greek: Σωκράτης ὁ Σχολαστικός, b. c. 380; d. after 439), also known as Socrates Scholasticus, was a 5th-century Christian church historian, a contemporary of Sozomen and Theodoret.He is the author of a Historia Ecclesiastica ""\Church History"", Ἐκκλησιαστική Ἱστορία) which covers the history of late ancient Christianity during the years 305–439.",who is socrates
<dbpedia:Invention>,Invention,"An invention is a unique or novel device, method, composition or process. The invention process is a process within an overall engineering and product development process.  It may be an improvement upon a machine or product, or a new process for creating an object or a result.  An invention that achieves a completely unique function or result may be a radical breakthrough.  Such works are novel and not obvious to others skilled in the same field.",what is an invention?
<dbpedia:Muggle>,Muggle,"In the Harry Potter book series, a Muggle is a person who lacks any sort of magical ability and was not born into the magical world. Muggles also do not have any magical blood. It differs from the term Squib, which refers to a person with one or more magical parents yet without any magical ability, and from the term Muggle-born (or the derogatory and offensive mudblood), which refers to a person with magical abilities but without magical parents.",what is a mudgy man
<dbpedia:Defenestrations_of_Prague>,Defenestrations of Prague,"The Defenestrations of Prague (Czech: Pražská defenestrace, German: Prager Fenstersturz) were two incidents in the history of Bohemia; there have been more (see below). The first occurred in 1419 and the second in 1618, although the term ""Defenestration of Prague"" more commonly refers to the later incident. Both helped to trigger prolonged conflict within Bohemia and beyond. Defenestration is the act of throwing someone or something out of a window.",Defenestrations of Prague definition
<dbpedia:Black_body>,Black body,"A black body (also blackbody) is an idealized physical body that absorbs all incident electromagnetic radiation, regardless of frequency or angle of incidence.  A white body is one with a ""rough surface [that] reflects all incident rays completely and uniformly in all directions.""A black body in thermal equilibrium (that is, at a constant temperature) emits electromagnetic radiation called black-body radiation.",what are black bodies
<dbpedia:Gunderic>,Gunderic,"Gunderic (379–428), King of Hasding Vandals (407-418), then King of Vandals and Alans (418–428), led the Hasding Vandals, a Germanic tribe originally residing near the Oder River, to take part in the barbarian invasions of the Western Roman Empire in the fifth century.",who were king of vandals
<dbpedia:Microphone_array>,Microphone array,"A microphone array is any number of microphones operating in tandem. There are many applications:Systems for extracting voice input from ambient noise (notably telephones, speech recognition systems, hearing aids)Surround sound and related technologiesBinaural recordingLocating objects by sound: acoustic source localization, e.g., military use to locate the source(s) of artillery fire.",what is a mic array
